Ticker,Greer Score,Above 50%,Book%,FCF%,Margin%,Revenue%,Income%,Shares%
TTE,52.72,2,100.0,18.37,30.61,18.37,48.98,100.0
TTEK,75.98,5,81.63,48.98,69.39,100.0,100.0,55.88
TTWO,14.63,1,18.37,0.0,0.0,69.39,0.0,0.0
TU,59.5,4,9.93,100.0,73.53,100.0,73.53,0.0
TW,90.99,5,100.0,100.0,100.0,100.0,100.0,45.96
TWLO,37.63,2,0.0,81.63,0.0,100.0,0.0,44.12
TXN,27.5,1,48.98,51.02,18.37,18.37,18.37,9.93
TXRH,66.54,4,90.07,27.57,27.57,100.0,54.04,100.0
TXT,81.8,5,100.0,45.96,72.43,100.0,72.43,100.0
TYL,76.16,5,100.0,83.46,73.53,100.0,100.0,0.0
U,24.83,1,18.37,81.63,0.0,48.98,0.0,0.0
UAL,85.17,5,100.0,37.5,100.0,100.0,100.0,73.53
UBER,78.37,4,90.07,100.0,44.12,100.0,90.07,45.96
UBS,74.83,5,100.0,30.61,72.43,90.07,72.43,83.46
UDR,63.48,4,26.47,83.46,62.5,100.0,62.5,45.96
UHAL,41.84,3,100.0,0.0,0.0,69.39,0.0,81.63
UHS,86.27,6,100.0,54.04,73.53,100.0,90.07,100.0
UI,54.66,4,73.53,73.53,45.96,62.5,62.5,9.93
UL,51.02,3,69.39,30.61,18.37,69.39,18.37,100.0
ULS,56.43,3,73.53,90.07,37.5,100.0,37.5,0.0
ULTA,65.38,4,100.0,55.88,9.93,100.0,26.47,100.0
UMC,47.79,3,100.0,83.46,9.93,83.46,9.93,0.0
UNH,69.39,3,100.0,48.98,18.37,100.0,48.98,100.0
UNM,81.63,6,81.63,69.39,69.39,100.0,69.39,100.0
UNP,76.35,5,90.07,27.57,73.53,83.46,83.46,100.0
UPS,35.2,3,18.37,51.02,0.0,69.39,0.0,72.43
URI,69.98,5,100.0,55.88,9.93,100.0,54.04,100.0
USB,58.0,4,81.63,69.39,51.02,48.98,51.02,45.96
USFD,75.98,5,37.5,100.0,72.43,100.0,72.43,73.53
UTHR,83.33,6,100.0,54.04,72.43,100.0,100.0,73.53
UUUU,29.53,2,90.07,0.0,16.54,54.04,16.54,0.0
V,76.78,4,44.12,72.43,44.12,100.0,100.0,100.0
VALE,22.27,1,48.98,30.61,0.0,0.0,0.0,54.04
VEEV,75.17,5,100.0,100.0,51.02,100.0,100.0,0.0
VG,43.87,3,100.0,0.0,18.37,72.43,72.43,0.0
VICI,74.02,4,100.0,100.0,44.12,100.0,100.0,0.0
VIK,67.16,4,45.96,90.07,83.46,100.0,83.46,0.0
VIV,95.04,6,90.07,100.0,90.07,100.0,90.07,100.0
VLO,45.58,2,100.0,18.37,18.37,18.37,18.37,100.0
VLTO,33.33,2,69.39,30.61,0.0,100.0,0.0,0.0
VMC,84.19,6,100.0,90.07,90.07,72.43,62.5,90.07
VOD,31.16,2,18.37,0.0,18.37,69.39,18.37,62.5
VRSK,68.5,3,45.96,90.07,37.5,100.0,37.5,100.0
VRSN,63.17,4,0.0,100.0,16.54,100.0,62.5,100.0
VRT,78.46,5,100.0,90.07,62.5,100.0,90.63,27.57
VRTX,43.71,1,48.98,18.37,18.37,100.0,48.98,27.57
VST,58.15,2,44.12,16.54,44.12,100.0,44.12,100.0
VTR,54.55,5,51.02,69.39,51.02,100.0,55.88,0.0
VTRS,21.63,1,9.93,9.93,9.93,0.0,9.93,90.07
VZ,56.43,3,100.0,100.0,27.57,83.46,27.57,0.0
WAB,88.44,5,48.98,81.63,100.0,100.0,100.0,100.0
WAT,48.9,3,100.0,44.12,0.0,83.46,55.88,9.93
WBA,35.36,1,18.37,0.0,18.37,100.0,26.47,48.98
WBD,31.8,0,45.96,26.47,45.96,26.47,45.96,0.0
WBS,72.49,5,100.0,37.5,62.5,72.43,72.43,90.07
WCC,49.15,2,100.0,81.63,18.37,48.98,18.37,27.57
WCN,73.35,6,100.0,72.43,55.88,100.0,55.88,55.88
WDAY,69.18,5,54.04,90.07,62.5,100.0,62.5,45.96
WDC,43.5,4,9.93,55.88,55.88,83.46,55.88,0.0
WDS,34.31,1,83.46,37.5,37.5,9.93,37.5,0.0
WEC,50.0,3,100.0,16.54,44.12,55.88,83.46,0.0
WELL,64.71,3,100.0,100.0,44.12,100.0,44.12,0.0
WES,56.99,3,83.46,73.53,37.5,83.46,37.5,26.47
WF,71.09,5,100.0,18.37,69.39,100.0,69.39,69.39
WFC,76.53,5,90.07,26.47,90.07,62.5,90.07,100.0
WIT,53.06,3,100.0,48.98,51.02,18.37,51.02,48.98
WLK,32.48,2,54.04,9.93,27.57,9.93,37.5,55.88
WM,71.42,5,81.63,51.02,69.39,100.0,100.0,26.47
WMB,32.35,0,30.61,30.61,48.98,18.37,48.98,16.54
WMG,50.25,3,100.0,54.04,9.93,100.0,37.5,0.0
WMT,90.44,6,90.07,72.43,90.07,100.0,90.07,100.0
WPC,39.22,3,9.93,54.04,26.47,72.43,72.43,0.0
WPM,59.8,4,100.0,83.46,55.88,73.53,45.96,0.0
WRB,87.24,6,100.0,100.0,69.39,100.0,100.0,54.04
WSM,56.25,3,100.0,16.54,27.57,55.88,37.5,100.0
WSO,36.89,2,100.0,37.5,9.93,54.04,9.93,9.93
WST,60.54,5,72.43,55.88,0.0,72.43,62.5,100.0
WTRG,52.94,3,90.07,0.0,44.12,83.46,100.0,0.0
WTW,64.77,3,45.96,90.07,45.96,44.12,62.5,100.0
WWD,77.34,5,81.63,81.63,81.63,100.0,81.63,37.5
WY,19.73,1,18.37,0.0,0.0,0.0,0.0,100.0
WYNN,54.08,3,0.0,81.63,30.61,81.63,30.61,100.0
XEL,50.0,3,100.0,0.0,81.63,18.37,100.0,0.0
XOM,39.95,2,100.0,9.93,9.93,37.5,9.93,72.43
XPEV,24.33,1,0.0,0.0,0.0,100.0,0.0,45.96
XPO,61.95,5,90.07,73.53,54.04,100.0,54.04,0.0
XYL,74.02,5,100.0,54.04,90.07,100.0,90.07,9.93
XYZ,66.3,3,100.0,73.53,44.12,90.07,44.12,45.96
YMM,95.28,6,100.0,81.63,100.0,100.0,90.07,100.0
YPF,37.25,0,37.5,27.57,37.5,37.5,37.5,45.96
YUM,58.76,4,0.0,90.07,16.54,100.0,62.5,83.46
YUMC,76.53,5,62.5,72.43,44.12,90.07,90.07,100.0
Z,60.91,3,90.07,37.5,45.96,73.53,45.96,72.43
ZBH,60.59,3,81.63,30.61,30.61,100.0,30.61,90.07
ZBRA,54.78,3,90.07,27.57,27.57,83.46,27.57,72.43
ZG,38.09,3,81.63,69.39,0.0,51.02,0.0,26.47
ZM,92.37,6,100.0,90.07,90.07,100.0,90.63,83.46
ZS,50.0,3,100.0,100.0,0.0,100.0,0.0,0.0
ZTO,73.68,3,100.0,48.98,48.98,100.0,100.0,44.12
ZTS,70.53,4,16.54,44.12,62.5,100.0,100.0,100.0
